project_name,package_name,class_name,BrainMethod,ClassDataShouldBePrivate,ComplexClass,DataClass,DispersedCoupling,FeatureEnvy,GodClass,IntensiveCoupling,LazyClass,LongMethod,LongParameterList,MessageChain,RefusedBequest,ShotgunSurgery,SpaghettiCode,SpeculativeGenerality
java-design-patterns-master,datatransfer,com.iluwatar.datatransfer.App,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
java-design-patterns-master,product,com.iluwatar.datatransfer.product.Product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,product,com.iluwatar.datatransfer.product.ProductDto.Request.Create,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,product,com.iluwatar.datatransfer.product.ProductDto.Response.Public,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,product,com.iluwatar.datatransfer.product.ProductDto.Response.Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,product,com.iluwatar.datatransfer.product.ProductDto.Id,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,product,com.iluwatar.datatransfer.product.ProductDto.Name,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,product,com.iluwatar.datatransfer.product.ProductDto.Price,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,product,com.iluwatar.datatransfer.product.ProductDto.Cost,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,product,com.iluwatar.datatransfer.product.ProductDto.Supplier,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,datatransfer,com.iluwatar.datatransfer.AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,customer,com.iluwatar.datatransfer.customer.CustomerResourceTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,decorator,com.iluwatar.decorator.App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,decorator,com.iluwatar.decorator.ClubbedTroll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,decorator,com.iluwatar.decorator.SimpleTroll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,decorator,com.iluwatar.decorator.Troll,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,decorator,com.iluwatar.decorator.AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,decorator,com.iluwatar.decorator.ClubbedTrollTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,decorator,com.iluwatar.decorator.SimpleTrollTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,decorator,com.iluwatar.decorator.SimpleTrollTest.InMemoryAppender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,simple,com.iluwatar.delegation.simple.App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,simple,com.iluwatar.delegation.simple.Printer,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,simple,com.iluwatar.delegation.simple.PrinterController,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,printers,com.iluwatar.delegation.simple.printers.CanonPrinter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,printers,com.iluwatar.delegation.simple.printers.EpsonPrinter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,printers,com.iluwatar.delegation.simple.printers.HpPrinter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,simple,com.iluwatar.delegation.simple.AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,simple,com.iluwatar.delegation.simple.DelegateTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,simple,com.iluwatar.delegation.simple.DelegateTest.InMemoryAppender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,injection,com.iluwatar.dependency.injection.AdvancedSorceress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,injection,com.iluwatar.dependency.injection.AdvancedWizard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,injection,com.iluwatar.dependency.injection.App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,injection,com.iluwatar.dependency.injection.GuiceWizard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,injection,com.iluwatar.dependency.injection.OldTobyTobacco,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,injection,com.iluwatar.dependency.injection.RivendellTobacco,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,injection,com.iluwatar.dependency.injection.SecondBreakfastTobacco,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,injection,com.iluwatar.dependency.injection.SimpleWizard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,injection,com.iluwatar.dependency.injection.Tobacco,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,injection,com.iluwatar.dependency.injection.TobaccoModule,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,injection,com.iluwatar.dependency.injection.Wizard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,injection,com.iluwatar.dependency.injection.AdvancedSorceressTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,injection,com.iluwatar.dependency.injection.AdvancedWizardTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,injection,com.iluwatar.dependency.injection.AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,injection,com.iluwatar.dependency.injection.GuiceWizardTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,injection,com.iluwatar.dependency.injection.SimpleWizardTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,utils,com.iluwatar.dependency.injection.utils.InMemoryAppender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,dirtyflag,com.iluwatar.dirtyflag.App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,dirtyflag,com.iluwatar.dirtyflag.DataFetcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,dirtyflag,com.iluwatar.dirtyflag.World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,flag,org.dirty.flag.AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,flag,org.dirty.flag.DirtyFlagTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,domainmodel,com.iluwatar.domainmodel.App,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,domainmodel,com.iluwatar.domainmodel.Customer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,domainmodel,com.iluwatar.domainmodel.CustomerDao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,domainmodel,com.iluwatar.domainmodel.CustomerDaoImpl,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,domainmodel,com.iluwatar.domainmodel.Product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,domainmodel,com.iluwatar.domainmodel.ProductDao,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,domainmodel,com.iluwatar.domainmodel.ProductDaoImpl,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,domainmodel,com.iluwatar.domainmodel.AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,domainmodel,com.iluwatar.domainmodel.CustomerDaoImplTest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,domainmodel,com.iluwatar.domainmodel.CustomerTest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,domainmodel,com.iluwatar.domainmodel.ProductDaoImplTest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,domainmodel,com.iluwatar.domainmodel.ProductTest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,domainmodel,com.iluwatar.domainmodel.TestUtils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,doublebuffer,com.iluwatar.doublebuffer.App,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,doublebuffer,com.iluwatar.doublebuffer.Buffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,doublebuffer,com.iluwatar.doublebuffer.FrameBuffer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,doublebuffer,com.iluwatar.doublebuffer.Scene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,doublebuffer,com.iluwatar.doublebuffer.AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,doublebuffer,com.iluwatar.doublebuffer.FrameBufferTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,doublebuffer,com.iluwatar.doublebuffer.SceneTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,locking,com.iluwatar.doublechecked.locking.App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,locking,com.iluwatar.doublechecked.locking.Inventory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,locking,com.iluwatar.doublechecked.locking.Item,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,locking,com.iluwatar.doublechecked.locking.AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,locking,com.iluwatar.doublechecked.locking.InventoryTest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,locking,com.iluwatar.doublechecked.locking.InventoryTest.InMemoryAppender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,doubledispatch,com.iluwatar.doubledispatch.App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,constants,com.iluwatar.doubledispatch.constants.AppConstants,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,doubledispatch,com.iluwatar.doubledispatch.FlamingAsteroid,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
java-design-patterns-master,doubledispatch,com.iluwatar.doubledispatch.GameObject,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
java-design-patterns-master,doubledispatch,com.iluwatar.doubledispatch.Meteoroid,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
java-design-patterns-master,doubledispatch,com.iluwatar.doubledispatch.Rectangle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,doubledispatch,com.iluwatar.doubledispatch.SpaceStationIss,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
java-design-patterns-master,doubledispatch,com.iluwatar.doubledispatch.SpaceStationMir,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
java-design-patterns-master,doubledispatch,com.iluwatar.doubledispatch.AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,doubledispatch,com.iluwatar.doubledispatch.CollisionTest,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
java-design-patterns-master,doubledispatch,com.iluwatar.doubledispatch.FlamingAsteroidTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,doubledispatch,com.iluwatar.doubledispatch.MeteoroidTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,doubledispatch,com.iluwatar.doubledispatch.RectangleTest,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,doubledispatch,com.iluwatar.doubledispatch.SpaceStationIssTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,doubledispatch,com.iluwatar.doubledispatch.SpaceStationMirTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,dynamicproxy,com.iluwatar.dynamicproxy.Album,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,dynamicproxy,com.iluwatar.dynamicproxy.AlbumInvocationHandler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,dynamicproxy,com.iluwatar.dynamicproxy.AlbumService,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,dynamicproxy,com.iluwatar.dynamicproxy.App,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,tinyrestclient,com.iluwatar.dynamicproxy.tinyrestclient.JsonUtil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,tinyrestclient,com.iluwatar.dynamicproxy.tinyrestclient.TinyRestClient,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,dynamicproxy,com.iluwatar.dynamicproxy.AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,aggregator,com.iluwatar.event.aggregator.App,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,aggregator,com.iluwatar.event.aggregator.EventEmitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,aggregator,com.iluwatar.event.aggregator.EventObserver,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,aggregator,com.iluwatar.event.aggregator.KingJoffrey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,aggregator,com.iluwatar.event.aggregator.KingsHand,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
java-design-patterns-master,aggregator,com.iluwatar.event.aggregator.LordBaelish,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
java-design-patterns-master,aggregator,com.iluwatar.event.aggregator.LordVarys,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
java-design-patterns-master,aggregator,com.iluwatar.event.aggregator.Scout,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
java-design-patterns-master,aggregator,com.iluwatar.event.aggregator.AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,aggregator,com.iluwatar.event.aggregator.EventEmitterTest,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
java-design-patterns-master,aggregator,com.iluwatar.event.aggregator.EventTest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,aggregator,com.iluwatar.event.aggregator.KingJoffreyTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,aggregator,com.iluwatar.event.aggregator.KingJoffreyTest.InMemoryAppender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,aggregator,com.iluwatar.event.aggregator.KingsHandTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,aggregator,com.iluwatar.event.aggregator.LordBaelishTest,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,aggregator,com.iluwatar.event.aggregator.LordVarysTest,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,aggregator,com.iluwatar.event.aggregator.ScoutTest,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,aggregator,com.iluwatar.event.aggregator.WeekdayTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,asynchronous,com.iluwatar.event.asynchronous.App,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,asynchronous,com.iluwatar.event.asynchronous.AsyncEvent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,asynchronous,com.iluwatar.event.asynchronous.Event,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,asynchronous,com.iluwatar.event.asynchronous.EventDoesNotExistException,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,asynchronous,com.iluwatar.event.asynchronous.EventManager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,asynchronous,com.iluwatar.event.asynchronous.InvalidOperationException,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,asynchronous,com.iluwatar.event.asynchronous.LongRunningEventException,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,asynchronous,com.iluwatar.event.asynchronous.MaxNumOfEventsAllowedException,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,asynchronous,com.iluwatar.event.asynchronous.ThreadCompleteListener,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,asynchronous,com.iluwatar.event.asynchronous.AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,asynchronous,com.iluwatar.event.asynchronous.EventAsynchronousTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,eda,com.iluwatar.eda.App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,event,com.iluwatar.eda.event.AbstractEvent,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
java-design-patterns-master,event,com.iluwatar.eda.event.UserCreatedEvent,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,event,com.iluwatar.eda.event.UserUpdatedEvent,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,framework,com.iluwatar.eda.framework.Event,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,framework,com.iluwatar.eda.framework.EventDispatcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,framework,com.iluwatar.eda.framework.Handler,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,handler,com.iluwatar.eda.handler.UserCreatedEventHandler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,handler,com.iluwatar.eda.handler.UserUpdatedEventHandler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,eda,com.iluwatar.eda.AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,event,com.iluwatar.eda.event.UserCreatedEventTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,framework,com.iluwatar.eda.framework.EventDispatcherTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,queue,com.iluwatar.event.queue.App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,queue,com.iluwatar.event.queue.Audio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,queue,com.iluwatar.event.queue.PlayMessage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,queue,com.iluwatar.event.queue.AudioTest,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,app,com.iluwatar.event.sourcing.app.App,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,domain,com.iluwatar.event.sourcing.domain.Account,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,event,com.iluwatar.event.sourcing.event.AccountCreateEvent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
java-design-patterns-master,event,com.iluwatar.event.sourcing.event.DomainEvent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,event,com.iluwatar.event.sourcing.event.MoneyDepositEvent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
java-design-patterns-master,event,com.iluwatar.event.sourcing.event.MoneyTransferEvent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
java-design-patterns-master,processor,com.iluwatar.event.sourcing.processor.DomainEventProcessor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,processor,com.iluwatar.event.sourcing.processor.EventJournal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
java-design-patterns-master,processor,com.iluwatar.event.sourcing.processor.JsonFileJournal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
java-design-patterns-master,state,com.iluwatar.event.sourcing.state.AccountAggregate,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,java,IntegrationTest,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,around,com.iluwatar.execute.around.App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,around,com.iluwatar.execute.around.FileWriterAction,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,around,com.iluwatar.execute.around.SimpleFileWriter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,around,com.iluwatar.execute.around.AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,around,com.iluwatar.execute.around.SimpleFileWriterTest,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,abstractextensions,abstractextensions.CommanderExtension,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,abstractextensions,abstractextensions.SergeantExtension,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,abstractextensions,abstractextensions.SoldierExtension,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,abstractextensions,abstractextensions.UnitExtension,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,java,App,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
java-design-patterns-master,units,units.CommanderUnit,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
java-design-patterns-master,units,units.SergeantUnit,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
java-design-patterns-master,units,units.SoldierUnit,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
java-design-patterns-master,units,units.Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,java,AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,concreteextensions,concreteextensions.CommanderTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,concreteextensions,concreteextensions.SergeantTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,concreteextensions,concreteextensions.SoldierTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,units,units.CommanderUnitTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,units,units.SergeantUnitTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,units,units.SoldierUnitTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,units,units.UnitTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,facade,com.iluwatar.facade.App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,facade,com.iluwatar.facade.DwarvenCartOperator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,facade,com.iluwatar.facade.DwarvenGoldDigger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,facade,com.iluwatar.facade.DwarvenGoldmineFacade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,facade,com.iluwatar.facade.DwarvenMineWorker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,facade,com.iluwatar.facade.DwarvenTunnelDigger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,facade,com.iluwatar.facade.AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,facade,com.iluwatar.facade.DwarvenGoldmineFacadeTest,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,facade,com.iluwatar.facade.DwarvenGoldmineFacadeTest.InMemoryAppender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,factory,com.iluwatar.factory.App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,factory,com.iluwatar.factory.Coin,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,factory,com.iluwatar.factory.CoinFactory,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,factory,com.iluwatar.factory.CopperCoin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,factory,com.iluwatar.factory.GoldCoin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,factory,com.iluwatar.factory.AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,factory,com.iluwatar.factory.CoinFactoryTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,factorykit,com.iluwatar.factorykit.App,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,factorykit,com.iluwatar.factorykit.Axe,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,factorykit,com.iluwatar.factorykit.Bow,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,factorykit,com.iluwatar.factorykit.Builder,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,factorykit,com.iluwatar.factorykit.Spear,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,factorykit,com.iluwatar.factorykit.Sword,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,factorykit,com.iluwatar.factorykit.Weapon,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
java-design-patterns-master,factorykit,com.iluwatar.factorykit.WeaponFactory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,app,com.iluwatar.factorykit.app.AppTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,factorykit,com.iluwatar.factorykit.factorykit.FactoryKitTest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,method,com.iluwatar.factory.method.App,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
java-design-patterns-master,method,com.iluwatar.factory.method.Blacksmith,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
